"","year","hum_dist","region","site","site.ppq","year.site.ppq","Dead_Branching","Dead_Columnar","Dead_Foliose","Dead_Massive","Dead_SoftCoral","Dead_Tabulate","Live_Branching","Live_Columnar","Live_Digitate","Live_Encrusting","Live_Encrusting_Columnar","Live_Foliose","Live_FreeLiving","Live_Massive","Live_Massive_Grooved","Live_Porites","Live_SubMassive","Live_Tabulate","Macroalgae","NonCoral_Branching","NonCoral_Encrusting","NonCoral_Massive","NonCoral_SubMassive","Rubble","Sand","SoftCoral_Nodular","SoftCoral_Plating"
"60","2019","Very High","N.Lagoon","30","30.1","2019.30.1",0.927854965618798,0,0,49.43227596792,0,0,0,0,0,0.0650008715287877,0,0,0.0277227967636711,0,0,0,0,0,0.0921303667172056,0,0,0,0,47.5404870556273,1.91452797582427,0,0
"61","2019","Very High","N.Lagoon","30","30.2","2019.30.2",1.82629429227043,0,0,21.0775223160195,0,0,0.339284334328322,0,0,0.843781585350563,0,0,0,0.144809627503784,0,0.467726350785517,0.707318190044582,0,10.0022845936488,0,0,0,0,60.4209862010419,4.16999250900672,0,0
"62","2019","Very High","N.Lagoon","30","30.3","2019.30.3",2.20877110447708,0,0,40.6604353674339,0,0,0.367841076715909,0,0,2.88621382947964,0,0,0.020558754829315,0.329326098710414,0,3.87102301410024,1.48555993406256,0,10.896563437892,0,0,0,0,32.6097153876365,4.66178793675524,0.00220405790720094,0
"63","2019","Very High","N.Lagoon","32","32.1","2019.32.1",0.927854965618798,0,0,49.43227596792,0,0,0,0,0,0.0650008715287877,0,0,0.0277227967636711,0,0,0,0,0,0.0921303667172056,0,0,0,0,47.5404870556273,1.91452797582427,0,0
"64","2019","Very High","N.Lagoon","32","32.2","2019.32.2",0.193728191841487,0,0,23.4577578756011,0,0,0.0483602412754566,0,0,0.014698516199151,0,0,0,0.161920952453859,0,0,0,0,0.0363778909839651,0,0,0,0,62.2668671093039,13.8202892223411,0,0
"65","2019","Very High","N.Lagoon","32","32.3","2019.32.3",0,0,0,23.4781291348736,0,0,0.15087017418477,0,0,0.0306238341140266,0,0,0,0.0461606508095762,0,0.021434184994946,0,0,0,0,0,0,0,66.1348185872055,10.1379634338177,0,0
"66","2019","Medium","S.Lagoon","8","8.1","2019.8.1",4.36726545909119,0,0.0960723721059181,65.6372802764407,0,0,1.21116377698172,0,0.0530939412463683,4.61382790269878,0,0,0.574673384531137,4.34333790612682,1.18871608572208,2.97091915646634,2.22600547861038,0,0.46142337719427,0,0,0.0115828838071284,0,11.9940480836415,0.238488767724778,0.0121011476108975,0
"67","2019","Medium","S.Lagoon","8","8.2","2019.8.2",8.61563050837973,0,0,47.5531240132381,0,0,0.502955039630356,0,0,2.8215769604336,0,0,0.4113110893052,7.1855314724586,0.925513965553766,4.17958616954518,3.57863568051098,0,19.6100316962912,0,0,0.0254871855851823,0,4.06011928077798,0,0,0.530496938290159
"68","2019","Medium","S.Lagoon","8","8.3","2019.8.3",2.78464382973734,0,0,62.8054619628907,0,0,0.356257046504778,0,0,1.53942677460163,0,0,0.0183994237053255,1.55302499137468,0.288890306843949,3.29687454539938,0.458206211650438,0,3.57528835649255,0,0,0,0,13.5890264263674,9.7345001244318,0,0
"69","2019","Medium","S.Lagoon","34","34.1","2019.34.1",8.34562043848053,0,0,50.3965281247542,0,0,0.316440455881635,0,0,3.02185644109676,0,0,0.14333515872712,3.50053353260046,0.158351401442071,8.61074706994315,1.03379085609511,0,8.03509528286972,0,0,0.00426001561214519,0,5.6404168294103,10.7930243930868,0,0
"70","2019","Medium","S.Lagoon","34","34.2","2019.34.2",4.56353648170755,0,0,65.3442954435406,0,0,0.677381256368115,0,0,3.09658396716739,0,0,0.221662858082302,2.35898202111653,0.092351716311518,2.97352538326118,1.01253959536893,0,7.53203358416855,0,0,0.0151473055160927,0,10.8439154179457,1.26804496944554,0,0
"71","2019","Medium","S.Lagoon","34","34.3","2019.34.3",9.25001172991983,0,0,61.1574653801803,0,0,0.711735923799442,0,0,2.97376427715548,0,0,0.104066724157331,0.94692159734081,0.167149014714849,3.46805778830128,0.478074671263921,0,7.31045464794403,0,0,0.0323002319681456,0,4.39310019563195,9.00689781762264,0,0
"72","2019","Medium","S.Lagoon","35","35.1","2019.35.1",4.29874757977057,0,0,45.9433797675395,0,0,1.66297491363592,0,0,4.52313868049431,0.0410885037769697,0.0349364477654604,0.209088874271609,5.21020553165202,0,11.3964188551603,1.76663736908415,0,7.8328263860498,0,0,0.0170724229133981,0,11.3325671208322,5.73091754705372,0,0
"73","2019","Medium","S.Lagoon","35","35.2","2019.35.2",6.67751121338583,0,0,52.4398324753047,0,0.519108906357304,1.07931747449044,0,0.0152491677146695,4.43457791571927,0,0,0.220428874564569,7.88172693044874,0.631081901899187,8.97041505285889,1.59599625948723,0,6.0782645260192,0.0700299754532754,0,0.0153241328980272,0,4.63587817433041,4.73525701906821,0,0
"74","2019","Medium","S.Lagoon","35","35.3","2019.35.3",6.29614844156192,0,0,51.9900248666022,0,0,1.40858051172452,0,0.00288674277128681,3.63541513516736,0,0.192187086924761,0.317298018763453,6.59355167897521,0.18997516713897,11.6818607019146,2.12597982891613,0.0739868423264222,10.0087370831539,0,0,0.0653141172906082,0,4.81228767678878,0.605766099979899,0,0
"75","2019","Very Low","Vaskes","5","5.1","2019.5.1",14.0738945139679,0.161906061996621,0,66.5465777469286,0,0,0.375660798834451,0,0,4.17122870238679,0.141007903502363,0,0.194612148608711,3.50492418716628,0.463070704811481,3.04965671104219,3.63762905550007,0,1.28802004473893,0,0,0,0,2.19681816946501,0.139514731639843,0,0.0554785194107656
"76","2019","Very Low","Vaskes","5","5.2","2019.5.2",2.40610260197898,0,0,45.7167726572339,0.109874874981314,0,0.667787035326038,0,0,2.93843882508348,0,0,0.683421971844267,2.7591952229812,0,9.96087648693267,4.25345111444293,0,10.4212558302815,0,0,0,0,19.7903683677108,0.186315807132861,0,0.106139204070098
